"id","state"
"1076260742","Piauí"
"1076964579","Piauí"
"1840042775","Alabama"
"1840027587","Alabama"
"1840042776","Alabama"
"1840041626","Alabama"
"1840015790","Alabama"
"1840016768","Alabama"
"1840016721","Alabama"
"1840040847","Alabama"
"1840042054","Alabama"
"1840014680","Alabama"
"1124482770","Quebec"
"1840041224","Alabama"
"1840027556","Alabama"
"1840041198","Alabama"
"1840043318","Alabama"
"1840040767","Alabama"
"1840049459","Alabama"
"1840027558","Alabama"
"1840043528","Alabama"
"1840041318","Alabama"
"1124764304","Quebec"
"1840025845","Alabama"
"1840041171","Alabama"
"1840041172","Alabama"
"1840041173","Alabama"
"1840142981","Alabama"
"1840142974","Alabama"
"1840029237","Alabama"
"1840040995","Alabama"
"1840042168","Alabama"
"1840008624","Kansas"
"1840014926","Alabama"
"1840025960","Alabama"
"1840041963","Alabama"
"1840043274","Alabama"
"1840017026","Alabama"
"1840006146","Alabama"
"1840040758","Alabama"
"1840043272","Alabama"
"1840041252","Alabama"
"1840041513","Alabama"
"1840041166","Alabama"
"1840041364","Alabama"
"1840013768","Alabama"
"1840016717","Alabama"
"1840048677","Alabama"
"1840048675","Alabama"
"1124000484","Quebec"
"1840013604","Alabama"
"1840041569","Alabama"
"1124912146","Quebec"
"1840041670","Alabama"
"1840041069","Alabama"
"1840041847","Alabama"
"1840040787","Alabama"
"1840143159","Alabama"
"1840017009","Alabama"
"1840049037","Alabama"
"1840042163","Alabama"
"1840041701","Alabama"
"1840042164","Alabama"
"1840042115","Alabama"
"1840023736","Alabama"
"1840023016","Alabama"
"1840041370","Alabama"
"1840042363","Alabama"
"1124860444","Quebec"
